anzsic06,Area,year,geo_count,ec_count
A014,A337200,2000,165,120
A014,A337300,2000,129,130
A014,A337400,2000,3,0
A014,A337500,2000,15,6
A014,A337600,2000,15,15
A014,A337700,2000,18,6
A014,A337800,2000,0,3
A014,A337900,2000,3,0
A014,A338000,2000,3,6
A014,A338200,2000,6,0
A014,A338300,2000,3,0
A014,A338500,2000,3,3
A014,A338600,2000,12,30
A014,A338700,2000,123,170
A014,A338800,2000,153,110
A014,A338900,2000,6,0
A014,A339000,2000,69,40
A014,A339100,2000,102,110
A014,A339200,2000,6,15
A014,A339300,2000,6,0
A014,A339400,2000,75,30
A014,A339500,2000,54,18
A014,A339600,2000,3,3
A014,A339700,2000,12,0
A014,A339800,2000,9,12
A014,A339900,2000,78,25
A014,A340000,2000,3,6
A014,A340200,2000,3,0
A014,A340300,2000,0,0
A014,A340800,2000,3,6
A014,A341100,2000,6,9
A014,A341300,2000,3,3
A014,A341500,2000,27,70
A014,A341800,2000,6,6
A014,A341900,2000,204,180
A014,A342000,2000,21,6
A014,A342100,2000,117,130
A014,A342200,2000,108,130
A014,A342300,2000,69,30
A014,A342400,2000,102,85
A014,A342500,2000,6,0
A014,A342600,2000,69,30
A014,A342700,2000,3,0
A014,A342800,2000,12,6
A014,A343000,2000,36,45
A014,A343100,2000,51,90
A014,A343300,2000,75,60
A014,A343400,2000,189,140
A014,A343500,2000,57,60
A014,A343600,2000,108,130
A014,A343700,2000,84,40
A014,A343800,2000,9,15
A014,A343900,2000,6,0
A014,A344000,2000,0,0
A014,A344100,2000,3,0
A014,A344200,2000,0,0
A014,A344300,2000,6,0
A014,A344400,2000,0,0
A014,A344500,2000,0,0
A014,A344700,2000,30,18
A014,A344800,2000,57,85
A014,A344900,2000,6,0
A014,A345000,2000,3,0
A014,A345100,2000,120,120
A014,A345200,2000,9,6
A014,A345300,2000,51,25
A014,A345400,2000,0,0
A014,A345500,2000,6,6
A014,A345600,2000,9,3
A014,A345700,2000,129,110
A014,A345800,2000,81,70
A014,A345900,2000,21,35
A014,A346000,2000,12,12
A014,A346200,2000,15,3
A014,A346400,2000,15,18
A014,A346500,2000,0,0
A014,A346600,2000,3,0
A014,A346800,2000,9,18
A014,A347000,2000,6,3
A014,A347100,2000,3,6
A014,A347200,2000,18,9
A014,A347300,2000,6,21
A014,A347400,2000,0,0
A014,A347500,2000,15,0
A014,A347600,2000,0,0
A014,A347700,2000,0,0
A014,A347800,2000,0,3
A014,A347900,2000,3,0
A014,A348000,2000,0,0
A014,A348100,2000,0,0
A014,A348300,2000,0,0
A014,A348400,2000,3,0
A014,A348500,2000,3,0
A014,A349000,2000,132,130
A014,A349100,2000,51,45
A014,A349200,2000,18,21
A014,A349300,2000,63,21
A014,A349400,2000,48,12
A014,A349600,2000,33,18
A014,A349700,2000,0,0
A014,A349800,2000,0,9
A014,A349900,2000,6,0
A014,A350000,2000,3,0
A014,A350100,2000,3,0
A014,A350200,2000,18,3
A014,A350300,2000,9,9
A014,A350500,2000,3,0
A014,A350600,2000,0,3
A014,A350900,2000,0,0
A014,A351000,2000,0,0
A014,A351100,2000,0,0
A014,A351200,2000,6,0
A014,A351500,2000,0,0
A014,A351600,2000,0,0
A014,A351700,2000,6,0
A014,A351800,2000,3,0
A014,A352100,2000,3,0
A014,A352200,2000,0,0
A014,A352500,2000,0,0
A014,A352600,2000,6,0
A014,A352700,2000,9,3
A014,A353000,2000,0,0
A014,A353400,2000,6,0
A014,A353600,2000,0,0
A014,A353900,2000,36,12
A014,A354000,2000,0,0
A014,A354800,2000,3,0
A014,A355000,2000,3,0
A014,A355100,2000,6,0
A014,A355400,2000,0,0
A014,A355600,2000,0,9
A014,A355700,2000,3,0
A014,A355800,2000,258,220
A014,A355900,2000,120,90
A014,A356000,2000,177,380
A014,A356100,2000,228,340
A014,A356200,2000,150,90
A014,A356300,2000,126,110
A014,A356400,2000,15,6
A014,A356500,2000,18,25
A014,A356600,2000,6,0
A014,A356700,2000,9,9
A014,A356800,2000,15,12
A014,A357000,2000,0,0
A014,A357300,2000,75,120
A014,A357500,2000,12,21
A014,A357600,2000,27,30
A014,A357700,2000,165,220
A014,A357900,2000,243,180
A014,A358000,2000,138,170
A014,A358100,2000,120,250
A014,A358200,2000,171,360
A014,A358300,2000,234,220
A014,A358400,2000,285,170
A014,A358500,2000,207,150
A014,A358600,2000,18,9
A014,A358700,2000,102,45
A014,A358800,2000,15,18
A014,A358900,2000,54,18
A014,A359000,2000,111,65
A014,A359100,2000,174,220
A014,A359300,2000,3,15
A014,A359400,2000,117,110
A014,A359500,2000,303,500
A014,A359600,2000,294,230
A014,A359700,2000,213,270
A014,A359800,2000,6,0
A014,A359900,2000,6,15
A014,A360000,2000,9,3
A014,A360100,2000,6,6
A014,A360200,2000,3,0
A014,A360300,2000,6,0
A014,A360400,2000,24,12
A014,A360500,2000,54,6
A014,A360600,2000,0,0
A014,A360700,2000,0,0
A014,A360800,2000,24,6
A014,A360900,2000,15,6
A014,A361000,2000,0,3
A014,A361200,2000,0,0
A014,A361300,2000,0,0
A014,A361400,2000,6,3
A014,A361600,2000,0,0
A014,A361700,2000,6,0
A014,A361800,2000,3,0
A014,A362200,2000,3,0
A014,A362300,2000,36,21
A014,A362400,2000,6,6
A014,A362600,2000,0,3
A014,A362700,2000,3,0
A014,A362800,2000,3,0
A014,A363000,2000,0,0
A014,A363100,2000,36,30
A014,A363300,2000,6,0
A014,C07601,2000,846,190
A014,C07602,2000,42,3
A014,C07603,2000,18,3
A014,C07605,2000,6,3
A014,C07606,2000,12,3
A014,C07607,2000,33,3
A014,C07608,2000,9,3
A014,C07609,2000,18,30
A014,C07610,2000,3,0
A014,C07612,2000,3,0
A014,C07614,2000,9,0
A014,C07615,2000,0,3
A014,C07616,2000,15,6
A014,C07617,2000,6,6
A014,C07618,2000,6,0
A014,C07619,2000,6,0
A014,C07620,2000,36,0
A014,C07621,2000,744,160
A014,CTotal,2000,1809,410
A014,R01,2000,2454,860
A014,R02,2000,1809,410
A014,R03,2000,3783,2150
A014,R04,2000,1224,530
A014,R05,2000,744,1700
A014,R06,2000,2058,3350
A014,R07,2000,888,390
A014,R08,2000,4089,3700
A014,R09,2000,1200,1050
A014,R12,2000,288,110
A014,R13,2000,5763,4300
A014,R14,2000,2730,2550
A014,R15,2000,3336,3500
A014,R16,2000,603,400
A014,R17,2000,36,15
A014,R18,2000,627,360
A014,R99,2000,36,45
A014,RTotal,2000,31668,25500
A014,T001,2000,1101,500
A014,T002,2000,819,200
A014,T003,2000,531,160
A014,T011,2000,237,70
A014,T012,2000,213,75
A014,T013,2000,1233,590
A014,T015,2000,246,85
A014,T016,2000,78,15
A014,T017,2000,480,140
A014,T018,2000,279,220
A014,T019,2000,120,35
A014,T020,2000,537,570
A014,T021,2000,258,330
A014,T022,2000,531,160
A014,T023,2000,96,9
A014,T024,2000,288,200
A014,T025,2000,297,110
A014,T026,2000,3,3
A014,T027,2000,114,75
A014,T028,2000,744,1700
A014,T029,2000,339,860
A014,T030,2000,855,1100
A014,T031,2000,66,65
A014,T032,2000,798,1300
A014,T033,2000,420,80
A014,T034,2000,198,120
A014,T035,2000,300,210
A014,T036,2000,636,780
A014,T037,2000,363,360
A014,T038,2000,741,1150
A014,T039,2000,891,400
A014,T040,2000,228,40
A014,T041,2000,915,890
A014,T042,2000,276,95
A014,T043,2000,99,12
A014,T044,2000,42,18
A014,T045,2000,48,9
A014,T046,2000,12,9
A014,T047,2000,45,12
A014,T048,2000,471,490
A014,T049,2000,234,180
A014,T050,2000,249,310
A014,T051,2000,603,400
A014,T052,2000,36,15
A014,T053,2000,627,360
A014,T054,2000,102,70
A014,T055,2000,90,60
A014,T056,2000,78,18
A014,T057,2000,120,35
A014,T058,2000,777,620
A014,T059,2000,741,360
A014,T060,2000,399,140
A014,T062,2000,1044,610
A014,T063,2000,1098,1100
A014,T064,2000,729,590
A014,T065,2000,255,260
A014,T066,2000,486,410
A014,T067,2000,36,45
A014,T068,2000,627,550
A014,T069,2000,477,430
A014,T070,2000,147,130
A014,T071,2000,486,300
A014,T072,2000,1125,1300
A014,T073,2000,2577,2900
A014,T074,2000,564,540
A014,T075,2000,198,80
A014,T076,2000,1809,410
A014,T999,2000,6,0
A014,TTotal,2000,31668,25500
A015,A100500,2000,0,0
A015,A101300,2000,0,0
A015,A102000,2000,3,0
A015,A102700,2000,0,0
A015,A103600,2000,0,0
A015,A104700,2000,0,3
A015,A104800,2000,3,0
A015,A105400,2000,3,0
A015,A106300,2000,0,0
A015,A108500,2000,0,3
A015,A109200,2000,3,0
A015,A110200,2000,3,0
A015,A111300,2000,3,0
A015,A111600,2000,0,0
A015,A113200,2000,0,0
A015,A118000,2000,3,0
A015,A151700,2000,0,0
A015,A161400,2000,0,0
A015,A162700,2000,3,0
A015,A164300,2000,0,0
A015,A164600,2000,0,0
A015,A165000,2000,0,0
A015,A165100,2000,0,0
A015,A167200,2000,3,0
A015,A168800,2000,3,0
A015,A168900,2000,3,0
A015,A169900,2000,0,0
A015,A170200,2000,0,0
A015,A170900,2000,3,0
A015,A171800,2000,3,0
A015,A173200,2000,0,0
A015,A173600,2000,3,0
A015,A174200,2000,3,0
A015,A174300,2000,3,0
A015,A177600,2000,3,0
A015,A180600,2000,0,0
A015,A181300,2000,0,0
A015,A181400,2000,0,0
A015,A181600,2000,0,0
A015,A181700,2000,0,0
A015,A181800,2000,0,0
A015,A182300,2000,0,0
A015,A182900,2000,3,0
A015,A184600,2000,0,0
A015,A184900,2000,0,0
A015,A185700,2000,0,0
A015,A187900,2000,3,0
A015,A188200,2000,0,0
A015,A188900,2000,0,0
A015,A189700,2000,0,0
A015,A190300,2000,0,3
A015,A190400,2000,3,0
A015,A190500,2000,0,0
A015,A191100,2000,0,0
A015,A191300,2000,3,0
A015,A191400,2000,3,0
A015,A191600,2000,3,0
A015,A191700,2000,0,0
A015,A192000,2000,0,0
A015,A192300,2000,0,0
A015,A192500,2000,3,3
A015,A195600,2000,0,0
A015,A196100,2000,3,0
A015,A197700,2000,0,0
A015,A201600,2000,3,3
A015,A201700,2000,0,0
A015,A201800,2000,0,3
A015,A201900,2000,3,6
A015,A202100,2000,0,0
A015,A202400,2000,0,0
A015,A202500,2000,3,3
A015,A202600,2000,3,0
A015,A204200,2000,0,0
A015,A204500,2000,0,3
A015,A204800,2000,0,0
A015,A205100,2000,3,3
A015,A205200,2000,3,0
A015,A205300,2000,0,0
A015,A205400,2000,0,6
A015,A205800,2000,0,0
A015,A206900,2000,3,12
A015,A207400,2000,3,0
A015,A208100,2000,3,0
A015,A208200,2000,3,0
A015,A208300,2000,3,0
A015,A208600,2000,3,9
A015,A208700,2000,3,0
A015,A209600,2000,3,0
A015,A210200,2000,3,0
A015,A210500,2000,3,0
A015,A211200,2000,3,0
A015,A211500,2000,3,0
A015,A212400,2000,0,0
A015,A213100,2000,0,0
A015,A215400,2000,0,0
A015,A215500,2000,0,0
A015,A215600,2000,0,0
A015,A215900,2000,3,6
A015,A218600,2000,0,0
A015,A219000,2000,0,3
A015,A219400,2000,0,0
A015,A220500,2000,0,0
A015,A220600,2000,3,3
A015,A220900,2000,0,0
A015,A223000,2000,3,0
A015,A223200,2000,3,0
A015,A223300,2000,3,0
A015,A223500,2000,0,0
A015,A226100,2000,0,0
A015,A226300,2000,0,0
A015,A226600,2000,0,6
A015,A226800,2000,3,6
A015,A227100,2000,0,3
A015,A227200,2000,0,3
A015,A227300,2000,0,0
A015,A227500,2000,3,0
A015,A227800,2000,3,0
A015,A228600,2000,3,0
A015,A232500,2000,0,0
A015,A233000,2000,0,0
A015,A233100,2000,0,0
A015,A233500,2000,0,0
A015,A234500,2000,0,0
A015,A234700,2000,0,0
A015,A234800,2000,0,0
A015,A235100,2000,0,0
A015,A236000,2000,3,6
A015,A236400,2000,0,0
A015,A236900,2000,0,0
A015,A237800,2000,3,0
A015,A238600,2000,3,0
A015,A241800,2000,0,0
A015,A250800,2000,0,0
A015,A255400,2000,3,0
A015,A256500,2000,0,3
A015,A256600,2000,0,0
A015,A257000,2000,3,0
A015,A257300,2000,3,30
A015,A257800,2000,3,0
A015,A300300,2000,0,0
A015,A300600,2000,3,3
A015,A300700,2000,0,6
A015,A300800,2000,3,0
A015,A300900,2000,6,6
A015,A301000,2000,0,18
A015,A301100,2000,3,6
A015,A301200,2000,3,3
A015,A301500,2000,6,9
A015,A301600,2000,6,12
A015,A302100,2000,0,3
A015,A302200,2000,0,0
A015,A302400,2000,0,0
A015,A302500,2000,3,3
A015,A303000,2000,3,0
A015,A303400,2000,3,0
A015,A303600,2000,0,3
A015,A306300,2000,3,3
A015,A306600,2000,3,0
A015,A306900,2000,3,3
A015,A307000,2000,3,0
A015,A307200,2000,6,0
A015,A307300,2000,3,3
A015,A307400,2000,3,0
A015,A307500,2000,3,0
A015,A308300,2000,0,0
A015,A308800,2000,3,0
A015,A311500,2000,3,0
A015,A312200,2000,0,0
A015,A312600,2000,3,0
A015,A312700,2000,6,3
A015,A312800,2000,3,0
A015,A312900,2000,0,0
A015,A313000,2000,0,0
A015,A313100,2000,3,0
A015,A313300,2000,6,0
A015,A313400,2000,6,0
A015,A313500,2000,3,0
A015,A313600,2000,0,0
A015,A313700,2000,0,0
A015,A313800,2000,3,0
A015,A314600,2000,0,0
A015,A315400,2000,0,0
A015,A315500,2000,0,0
A015,A315600,2000,0,0
A015,A315700,2000,0,0
A015,A317800,2000,0,0
A015,A318300,2000,0,0
A015,A321400,2000,0,0
A015,A325800,2000,0,0
A015,A328600,2000,3,0
A015,A329000,2000,0,0
A015,A329800,2000,0,0
A015,A330300,2000,0,0
A015,A330500,2000,3,0
A015,A332800,2000,0,0
A015,A333100,2000,3,0
A015,A333200,2000,0,0
A015,A333300,2000,3,0
A015,A333700,2000,3,3
A015,A333800,2000,3,0
A015,A334100,2000,0,0
A015,A334200,2000,6,0
A015,A334300,2000,0,3
A015,A334400,2000,0,0
A015,A334500,2000,6,0
A015,A334600,2000,3,3
A015,A334800,2000,0,0
A015,A335000,2000,3,0
A015,A335400,2000,12,9
A015,A335600,2000,0,0
A015,A335700,2000,0,0
A015,A335800,2000,9,3
A015,A335900,2000,6,3
A015,A336000,2000,3,15
A015,A336100,2000,3,3
A015,A336200,2000,3,0
A015,A336300,2000,3,0
A015,A336700,2000,3,12
A015,A336900,2000,0,0
A015,A337000,2000,0,3
A015,A337100,2000,3,0
A015,A337200,2000,6,15
A015,A337300,2000,6,3
A015,A337400,2000,0,0
A015,A337600,2000,3,3
A015,A337700,2000,3,3
A015,A337800,2000,0,0
A015,A338200,2000,0,0
A015,A338700,2000,3,0
A015,A338800,2000,3,25
A015,A338900,2000,3,0
A015,A339000,2000,0,0
A015,A339100,2000,9,9
A015,A339200,2000,3,3
A015,A339300,2000,3,0
A015,A339500,2000,3,0
A015,A339800,2000,3,0
A015,A339900,2000,0,0
A015,A342200,2000,0,0
A015,A342300,2000,0,6
A015,A342600,2000,3,0
A015,A343100,2000,3,0
A015,A343400,2000,0,0
A015,A343500,2000,6,9
A015,A343700,2000,3,0
A015,A344700,2000,0,0
A015,A344800,2000,0,0
A015,A345300,2000,3,0
A015,A346000,2000,0,0
A015,A347500,2000,0,0
A015,A348500,2000,3,0
A015,A352100,2000,0,0
A015,A357700,2000,3,3
A015,A358300,2000,3,0
A015,A359600,2000,3,0
A015,C07601,2000,3,0
A015,C07607,2000,3,0
A015,C07609,2000,0,0
A015,C07620,2000,0,0
A015,C07621,2000,6,0
A015,CTotal,2000,12,0
A015,R01,2000,9,6
A015,R02,2000,12,0
A015,R03,2000,33,6
A015,R04,2000,30,18
A015,R05,2000,9,18
A015,R06,2000,27,18
A015,R07,2000,6,6
A015,R08,2000,30,20
A015,R09,2000,12,35
A015,R12,2000,3,0
A015,R13,2000,165,130
A015,R14,2000,15,9
A015,R15,2000,3,3
A015,R16,2000,30,75
A015,R17,2000,0,3
A015,R18,2000,12,9
A015,RTotal,2000,399,360
A015,T001,2000,6,3
A015,T002,2000,3,3
A015,T003,2000,3,0
A015,T011,2000,3,0
A015,T012,2000,0,0
A015,T013,2000,6,0
A015,T015,2000,0,0
A015,T016,2000,3,0
A015,T017,2000,9,3
A015,T018,2000,0,0
A015,T021,2000,6,0
A015,T022,2000,15,6
A015,T023,2000,0,0
A015,T024,2000,3,3
A015,T025,2000,6,9
A015,T027,2000,3,3
A015,T028,2000,9,18
A015,T029,2000,3,0
A015,T030,2000,21,12
A015,T031,2000,3,0
A015,T032,2000,6,6
A015,T033,2000,6,3
A015,T035,2000,6,3
A015,T036,2000,0,0
A015,T037,2000,3,0
A015,T038,2000,6,12
A015,T039,2000,9,6
A015,T040,2000,0,0
A015,T041,2000,6,0
A015,T042,2000,6,6
A015,T043,2000,3,0
A015,T045,2000,0,0
A015,T047,2000,0,0
A015,T048,2000,3,3
A015,T049,2000,3,0
A015,T050,2000,0,30
A015,T051,2000,30,75
A015,T052,2000,0,3
A015,T053,2000,12,9
A015,T054,2000,3,0
A015,T057,2000,3,0
A015,T058,2000,6,3
A015,T059,2000,24,3
A015,T060,2000,12,0
A015,T062,2000,66,45
A015,T063,2000,27,40
A015,T064,2000,21,35
A015,T066,2000,6,6
A015,T068,2000,9,9
A015,T069,2000,3,0
A015,T070,2000,3,0
A015,T071,2000,0,0
A015,T073,2000,3,3
A015,T074,2000,3,0
A015,T076,2000,12,0
A015,TTotal,2000,399,360
A016,A100100,2000,9,6
A016,A100200,2000,54,12
A016,A100300,2000,3,0
A016,A100400,2000,12,6
A016,A100500,2000,15,25
A016,A100600,2000,3,0
A016,A100700,2000,6,0
A016,A100800,2000,9,12
A016,A100900,2000,18,12
A016,A101000,2000,6,6
A016,A101100,2000,6,3
A016,A101200,2000,21,6
A016,A101300,2000,15,0
A016,A101400,2000,6,6
A016,A101500,2000,12,6
A016,A101600,2000,6,0
A016,A101700,2000,9,3
A016,A101800,2000,12,3
A016,A101900,2000,9,3
A016,A102000,2000,36,18
A016,A102100,2000,9,3
A016,A102200,2000,12,12
A016,A102300,2000,48,25
A016,A102400,2000,0,0
A016,A102500,2000,9,9
A016,A102600,2000,9,0
A016,A102700,2000,15,3
A016,A102800,2000,3,0
A016,A102900,2000,18,6
A016,A103100,2000,0,0
A016,A103200,2000,24,12
A016,A103300,2000,9,3
A016,A103400,2000,18,18
A016,A103500,2000,3,6
A016,A103600,2000,9,3
A016,A104000,2000,9,15
A016,A104100,2000,36,21
A016,A104300,2000,3,0
A016,A104500,2000,3,0
A016,A104600,2000,3,3
A016,A104700,2000,51,18
A016,A104800,2000,126,100
A016,A104900,2000,90,20
A016,A105000,2000,0,0
A016,A105100,2000,33,40
A016,A105200,2000,15,6
A016,A105300,2000,36,25
A016,A105400,2000,90,60
A016,A105500,2000,6,0
A016,A105600,2000,0,0
A016,A105700,2000,0,0
A016,A105900,2000,0,0
A016,A106000,2000,0,0
A016,A106200,2000,3,0
A016,A106300,2000,3,0
A016,A106500,2000,0,0
A016,A106600,2000,0,0
A016,A106700,2000,6,3
A016,A106900,2000,3,0
A016,A107100,2000,6,0
A016,A107200,2000,3,3
A016,A107300,2000,3,0
A016,A107500,2000,3,0
A016,A107600,2000,0,0
A016,A107700,2000,9,0
A016,A107800,2000,96,35
A016,A108000,2000,12,3
A016,A108100,2000,3,0
A016,A108300,2000,0,0
A016,A108400,2000,3,3
A016,A108500,2000,3,3
A016,A108600,2000,93,50
A016,A108700,2000,3,0
A016,A108800,2000,12,3
A016,A108900,2000,6,3
A016,A109000,2000,42,18
A016,A109100,2000,240,130
A016,A109200,2000,132,60
A016,A109300,2000,15,6
A016,A109400,2000,222,85
A016,A109500,2000,72,45
A016,A109600,2000,18,15
A016,A109700,2000,60,35
A016,A109800,2000,42,18
A016,A109900,2000,6,0
A016,A110100,2000,0,0
A016,A110200,2000,75,20
A016,A110400,2000,120,70
A016,A110500,2000,12,0
A016,A110700,2000,48,15
A016,A110800,2000,30,12
A016,A110900,2000,15,9
A016,A111100,2000,3,3
A016,A111200,2000,18,15
A016,A111300,2000,0,0
A016,A111400,2000,3,3
A016,A111500,2000,6,3
A016,A111600,2000,24,6
A016,A111700,2000,0,0
A016,A111900,2000,3,0
A016,A112100,2000,9,9
A016,A112200,2000,6,3
A016,A112300,2000,18,3
A016,A112400,2000,3,0
A016,A112500,2000,21,3
A016,A112600,2000,0,0
A016,A113000,2000,0,3
A016,A113200,2000,3,0
A016,A113300,2000,0,0
A016,A113400,2000,6,0
A016,A113500,2000,6,3
A016,A113700,2000,0,0
A016,A113800,2000,0,3
A016,A114200,2000,0,0
A016,A114300,2000,0,3
A016,A114700,2000,0,3
A016,A115300,2000,3,0
A016,A115500,2000,0,0
A016,A115600,2000,3,0
A016,A115900,2000,0,0
A016,A116100,2000,0,0
A016,A116400,2000,6,3
A016,A117000,2000,3,0
A016,A117600,2000,3,0
A016,A121100,2000,3,0
A016,A122700,2000,0,0
A016,A125900,2000,0,0
A016,A126600,2000,0,0
A016,A127500,2000,0,0
A016,A131300,2000,3,0
A016,A133200,2000,3,0
A016,A135500,2000,3,0
A016,A137000,2000,0,0
A016,A137400,2000,0,0
A016,A138800,2000,3,0
A016,A139200,2000,0,0
A016,A140500,2000,3,0
A016,A145000,2000,0,0
A016,A146300,2000,3,3
A016,A146800,2000,0,0
A016,A147400,2000,3,3
A016,A147900,2000,6,18
A016,A148300,2000,0,0
A016,A149900,2000,111,40
A016,A150500,2000,0,0
A016,A151300,2000,0,3
A016,A151700,2000,3,0
A016,A154600,2000,3,0
A016,A155500,2000,0,0
A016,A155900,2000,3,3
A016,A156000,2000,0,0
A016,A157100,2000,12,9
A016,A157400,2000,0,0
A016,A158200,2000,3,0
A016,A158600,2000,3,0
A016,A158900,2000,0,0
A016,A159300,2000,3,0
A016,A159400,2000,3,3
A016,A159800,2000,30,15
A016,A160800,2000,0,3
A016,A161200,2000,3,3
A016,A161400,2000,57,30
A016,A161800,2000,0,0
A016,A162100,2000,0,0
A016,A162200,2000,3,0
A016,A162300,2000,9,0
A016,A162400,2000,33,9
A016,A162500,2000,0,3
A016,A162700,2000,15,3
A016,A162900,2000,18,6
A016,A163200,2000,0,0
A016,A163300,2000,3,0
A016,A163600,2000,0,0
A016,A163800,2000,21,12
A016,A164100,2000,0,3
A016,A164300,2000,15,0
A016,A164400,2000,0,3
A016,A164600,2000,24,9
A016,A164700,2000,6,0
A016,A164900,2000,0,0
A016,A165000,2000,18,9
A016,A165100,2000,36,21
A016,A165200,2000,12,12
A016,A165300,2000,6,3
A016,A165400,2000,9,3
A016,A165500,2000,0,0
A016,A165700,2000,0,0
A016,A165800,2000,3,3
A016,A166000,2000,3,0
A016,A166200,2000,3,0
A016,A166300,2000,12,12
A016,A166400,2000,30,6
A016,A166500,2000,3,0
A016,A166700,2000,6,0
A016,A166800,2000,0,0
A016,A166900,2000,15,12
A016,A167000,2000,6,6
A016,A167100,2000,12,6
A016,A167200,2000,3,0
A016,A167300,2000,3,0
A016,A167400,2000,27,20
A016,A167500,2000,0,3
A016,A167600,2000,0,0
A016,A167800,2000,3,3
A016,A167900,2000,21,9
A016,A168000,2000,6,0
A016,A168100,2000,9,0
A016,A168200,2000,3,0
A016,A168300,2000,57,25
A016,A168400,2000,9,3
A016,A168500,2000,9,0
A016,A168600,2000,27,21
A016,A168700,2000,159,70
A016,A168800,2000,117,55
A016,A168900,2000,36,25
A016,A169000,2000,144,90
A016,A169100,2000,165,65
A016,A169200,2000,21,9
A016,A169300,2000,132,65
A016,A169400,2000,0,0
A016,A169500,2000,6,6
A016,A169600,2000,12,0
A016,A169700,2000,114,40
A016,A169800,2000,45,35
A016,A169900,2000,12,0
A016,A170000,2000,0,0
A016,A170100,2000,42,18
A016,A170200,2000,27,30
A016,A170300,2000,3,0
A016,A170400,2000,3,3
A016,A170500,2000,6,0
A016,A170600,2000,24,21
A016,A170700,2000,69,35
A016,A170800,2000,51,50
A016,A170900,2000,18,9
A016,A171100,2000,9,9
A016,A171200,2000,138,85
A016,A171300,2000,84,40
A016,A171400,2000,9,6
A016,A171500,2000,3,0
A016,A171600,2000,12,3
A016,A171700,2000,270,130
A016,A171800,2000,48,35
A016,A171900,2000,63,45
A016,A172000,2000,6,3
A016,A172100,2000,3,0
A016,A172300,2000,114,90
A016,A172400,2000,33,12
A016,A172500,2000,12,6
A016,A172600,2000,6,0
A016,A172700,2000,6,3
A016,A172800,2000,33,18
A016,A172900,2000,12,0
A016,A173000,2000,51,40
A016,A173100,2000,90,35
A016,A173200,2000,15,6
A016,A173300,2000,33,9
A016,A173400,2000,21,9
A016,A173500,2000,258,110
A016,A173600,2000,231,120
A016,A173700,2000,249,100
A016,A173800,2000,222,90
A016,A173900,2000,18,12
A016,A174000,2000,30,3
A016,A174100,2000,18,12
A016,A174200,2000,30,3
A016,A174300,2000,132,55
A016,A174400,2000,231,100
A016,A174500,2000,219,95
A016,A174600,2000,81,35
A016,A174700,2000,132,65
A016,A174800,2000,126,80
A016,A174900,2000,30,12
A016,A175000,2000,30,12
A016,A175100,2000,120,80
A016,A175200,2000,9,3
A016,A175300,2000,3,0
A016,A175400,2000,9,9
A016,A175500,2000,6,6
A016,A175600,2000,3,9
A016,A175700,2000,0,0
A016,A175800,2000,0,0
A016,A176000,2000,0,0
A016,A176100,2000,9,0
A016,A176200,2000,6,0
A016,A176300,2000,3,0
A016,A176600,2000,0,0
A016,A176800,2000,0,0
A016,A176900,2000,6,0
A016,A177000,2000,0,0
A016,A177300,2000,0,0
A016,A177500,2000,0,0
A016,A177700,2000,0,0
A016,A178100,2000,6,3
A016,A178200,2000,0,0
A016,A178500,2000,0,3
A016,A178600,2000,12,3
A016,A178800,2000,3,0
A016,A178900,2000,0,0
A016,A179000,2000,3,0
A016,A179100,2000,3,3
A016,A179200,2000,9,25
A016,A179300,2000,12,3
A016,A179400,2000,0,0
A016,A179500,2000,3,3
A016,A179700,2000,3,3
A016,A180200,2000,0,0
A016,A180300,2000,0,0
A016,A180400,2000,0,3
A016,A180700,2000,6,0
A016,A181000,2000,6,0
A016,A181200,2000,6,0
A016,A181300,2000,3,6
A016,A181400,2000,63,30
A016,A181500,2000,66,40
A016,A181600,2000,21,40
A016,A181700,2000,90,50
A016,A181800,2000,54,20
A016,A181900,2000,6,0
A016,A182000,2000,30,25
A016,A182100,2000,138,90
A016,A182200,2000,66,55
A016,A182300,2000,30,20
A016,A182400,2000,6,3
A016,A182500,2000,93,35
A016,A182700,2000,3,3
A016,A182800,2000,0,0
A016,A183000,2000,3,0
A016,A183100,2000,69,100
A016,A183200,2000,3,3
A016,A183300,2000,12,9
A016,A183400,2000,6,3
A016,A183500,2000,0,0
A016,A183600,2000,0,0
A016,A183700,2000,0,0
A016,A183900,2000,0,3
A016,A184000,2000,9,3
A016,A184100,2000,6,3
A016,A184200,2000,12,12
A016,A184300,2000,9,0
A016,A184400,2000,3,3
A016,A184500,2000,6,3
A016,A184600,2000,183,120
A016,A184700,2000,12,25
A016,A184800,2000,9,6
A016,A184900,2000,78,50
A016,A185000,2000,90,85
A016,A185100,2000,3,0
A016,A185200,2000,48,25
A016,A185300,2000,96,75
A016,A185400,2000,105,80
A016,A185500,2000,63,50
A016,A185600,2000,222,170
A016,A185700,2000,126,110
A016,A185800,2000,210,130
A016,A185900,2000,267,170
A016,A186000,2000,24,21
A016,A186100,2000,102,70
A016,A186200,2000,0,0
A016,A186300,2000,6,6
A016,A186500,2000,3,0
A016,A186700,2000,27,25
A016,A186800,2000,0,20
A016,A187000,2000,15,9
A016,A187100,2000,27,45
A016,A187200,2000,39,40
A016,A187300,2000,3,0
A016,A187400,2000,6,0
A016,A187500,2000,21,12
A016,A187700,2000,99,160
A016,A187800,2000,27,25
A016,A187900,2000,9,6
